path,split,condition,shape,size,rotation,rand_bg,gauss_noise
dataset/train/FLFR/circle/circle_FLFR_00031.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00032.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00033.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00034.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00035.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00036.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00037.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00038.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00039.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00040.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00041.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00042.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00043.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00044.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00045.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00046.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00047.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00048.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00049.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00050.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00051.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00052.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00053.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00054.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00055.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00056.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00057.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00058.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00059.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00060.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00061.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00062.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00063.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00064.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00065.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00066.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00067.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00068.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00069.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00070.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00071.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00072.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00073.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00074.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00075.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00076.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00077.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00078.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00079.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00080.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00081.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00082.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00083.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00084.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00085.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00086.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00087.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00088.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00089.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00090.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00091.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00092.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00093.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00094.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00095.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00096.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00097.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00098.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00099.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00100.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00101.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00102.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00103.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00104.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00105.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00106.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00107.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00108.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00109.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00110.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00111.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00112.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00113.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00114.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00115.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00116.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00117.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00118.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00119.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00120.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00121.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00122.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00123.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00124.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00125.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00126.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00127.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00128.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00129.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00130.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00131.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00132.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00133.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00134.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00135.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00136.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00137.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00138.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00139.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00140.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00141.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00142.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00143.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00144.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00145.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00146.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00147.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00148.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/circle/circle_FLFR_00149.png,train,FLFR,circle,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00000.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00001.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00002.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00003.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00004.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00005.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00006.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00007.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00008.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00009.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00010.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00011.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00012.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00013.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00014.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00015.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00016.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00017.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00018.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00019.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00020.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00021.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00022.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00023.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00024.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00025.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00026.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00027.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00028.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00029.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00030.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00031.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00032.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00033.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00034.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00035.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00036.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00037.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00038.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00039.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00040.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00041.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00042.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00043.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00044.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00045.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00046.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00047.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00048.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00049.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00050.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00051.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00052.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00053.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00054.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00055.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00056.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00057.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00058.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00059.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00060.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00061.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00062.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00063.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00064.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00065.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00066.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00067.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00068.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00069.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00070.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00071.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00072.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00073.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00074.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00075.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00076.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00077.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00078.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00079.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00080.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00081.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00082.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00083.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00084.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00085.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00086.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00087.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00088.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00089.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00090.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00091.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00092.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00093.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00094.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00095.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00096.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00097.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00098.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00099.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00100.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00101.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00102.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00103.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00104.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00105.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00106.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00107.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00108.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00109.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00110.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00111.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00112.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00113.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00114.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00115.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00116.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00117.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00118.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00119.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00120.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00121.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00122.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00123.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00124.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00125.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00126.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00127.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00128.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00129.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00130.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00131.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00132.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00133.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00134.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00135.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00136.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00137.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00138.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00139.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00140.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00141.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00142.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00143.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00144.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00145.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00146.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00147.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00148.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/square/square_FLFR_00149.png,train,FLFR,square,70,90,True,True
dataset/train/FLFR/triangle/triangle_FLFR_00000.png,train,FLFR,triangle,70,90,True,True
dataset/train/FLFR/triangle/triangle_FLFR_00001.png,train,FLFR,triangle,70,90,True,True
dataset/train/FLFR/triangle/triangle_FLFR_00002.png,train,FLFR,triangle,70,90,True,True
dataset/train/FLFR/triangle/triangle_FLFR_00003.png,train,FLFR,triangle,70,90,True,True
dataset/train/FLFR/triangle/triangle_FLFR_00004.png,train,FLFR,triangle,70,90,True,True
dataset/train/FLFR/triangle/triangle_FLFR_00005.png,train,FLFR,triangle,70,90,True,True
dataset/train/FLFR/triangle/triangle_FLFR_00006.png,train,FLFR,triangle,70,90,True,True
dataset/train/FLFR/triangle/triangle_FLFR_00007.png,train,FLFR,triangle,70,90,True,True
dataset/train/FLFR/triangle/triangle_FLFR_00008.png,train,FLFR,triangle,70,90,True,True
dataset/train/FLFR/triangle/triangle_FLFR_00009.png,train,FLFR,triangle,70,90,True,True
dataset/train/FLFR/triangle/triangle_FLFR_00010.png,train,FLFR,triangle,70,90,True,True
dataset/train/FLFR/triangle/triangle_FLFR_00011.png,train,FLFR,triangle,70,90,True,True
dataset/train/FLFR/triangle/triangle_FLFR_00012.png,train,FLFR,triangle,70,90,True,True
dataset/train/FLFR/triangle/triangle_FLFR_00013.png,train,FLFR,triangle,70,90,True,True
dataset/train/FLFR/triangle/triangle_FLFR_00014.png,train,FLFR,triangle,70,90,True,True
dataset/train/FLFR/triangle/triangle_FLFR_00015.png,train,FLFR,triangle,70,90,True,True
dataset/train/FLFR/triangle/triangle_FLFR_00016.png,train,FLFR,triangle,70,90,True,True
dataset/train/FLFR/triangle/triangle_FLFR_00017.png,train,FLFR,triangle,70,90,True,True
